Course	Title		Min Credits	Description	CourseType1	CourseType2
RELST*341	Jewish Ethics	4	0	A study of the ways that rabbinic Judaism is, utilized by contemporary ethicists to challenge, and stimulate thinking about what it might mean, to be an ethical person in a post-modern age. In, addition to examining conservative to liberal, Jewish , perspectives, we take a holistic approach that, includes the views of Christian ethicists to, illustrate commonalities and provide contrasts, with a variety of Jewish ethical perspectives., Topics include abortion, capital punishment,, euthanasia, ethics after the Holocaust, the, ethics of exercising power, and other critical, issues of our time. Religious Studies 147 is, recommended.	HE	PD
RELST*350	Paul the Apostle	4	0	An examination of the life, works, and legacy of, Paul of Tarsus within the context of the Jesus, movement and early Christianity in the eastern, Mediterranean during the first centuries of the, Roman Empire.  Students examine Paul's letters as, literary products that reveal both the teachings, and the personality of their author.  Paul?s, influence on the Christian movement is considered, through letters written by others but attributed, to Paul, and through second, third, and, fourth-century oral and literary traditions about, Paul?s missionary activities.	HE	SB
RELST*360	Religion and Ecology	4	0	An exploration of the intersection between, religion and environmentalism, and how religion, can both contribute to and help address, environmental problems. Topics include religion's, role in shaping human relationships with nature,, and ecological themes that cut across religions, and worldviews. In considering how religious, communities can address environmental problems,, students take part in service learning projects, with local congregations or environmental groups., Prerequisite: ENVSC 110 or at least one course in, Religious Studies.	HE	IP
RELST*475	Psychology and Religion	4	0	An examination of Judeo-Christian religious belief, and experience from psychological and religious, studies perspectives. Cognitive, theological,, historica-critical and psychodynamic theories will, be explored and applied to empirical studies and, biographical accounts of the faith-lives of men, and women, past and present. The course will be, mainly discussion, based on primary sources., Prerequistes:  One course each in Psychology and, Religious Studies.	HE	IP
RELST*529	Internship: Religious Studies	1	4	Academic study completed in support of an, internship experience with a partner institution., An Allegheny faculty member assigns and evaluates, the academic work done by the student. Credit:, One to four semester hours. Prerequisite:, permission of instructor.		
RELST*580	Junior Group Tutorial	4	0	This course may not be taken on a credit/no credit, basis.		
RELST*590	Independent Study	1	4	An independent study or research experience. The, student independently pursues a topic or project, of interest with guidance from a faculty member., Students meet one-on-one with the faculty mentor, on a regular basis and also complete independent, readings, laboratory work, or comparable, activities. Credit: One to four semester credit, hours. Prerequisite: Permission of the instructor.		
RELST*591	Group Study	1	4	Group work with faculty guidance. A group of, students meets together with a faculty member on a, regular basis to pursue a topic in depth. Students, typically complete a set of common readings and, assignments. Prerequisite: permission of, instructor.		
RELST*593	Peer Mentoring	1	4	Structured work to enhance learning by other, students who are enrolled in a regular course. To, receive academic credit, peer mentors are expected, to complete assignments other than those assigned, in the course and to reflect on the, peer-leadership experience. Credit: One to four, semester credit hours. Prerequisite: permission of, instructor.		
RELST*600	Senior Tutorial	2	0	A course involving preparation for the Senior, Project such as preliminary research and project, proposal. Credit:  Two semester hours. To be, taken on a Credit/No Credit basis.		
